Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5696202531645569,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.11392405063291144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.3417721518987342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.6708860759493671,-1.0,-1.0,-0.1266103287679058,-0.8616088449879872,0.723022924972107,0.6315301587567239,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3924050632911392,-1.0,0.04525563735546623,-1.0,-0.1301559272165851,0.2573075889087466,0.2755466619768592,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.36708860759493667,-1.0,0.2549268387877468,-1.0,-0.7806552088744709,-1.0,0.23300642560316343,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.189873417721519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.26582278481012656,0.34773437287495557,-1.0,-1.0,-0.2585621900439785,-1.0,0.24112001905762792,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.44303797468354433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5189873417721519,-0.40789510005579643,0.4484778225119832,-0.5107964623092589,-0.6422640538624581,-0.5570199784244338,0.42661073746946476,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.012658227848101333,-1.0,-1.0,-1.0,0.4639532149049568,0.4155129876415642,0.5025458718855447,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.620253164556962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.1898734177215189,-1.0,-0.19882729359260942,0.42178938416561795,-1.0,-0.6076872028904432,0.2910063389965696,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7721518987341772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.012658227848101333,-1.0,0.12691161958764074,-1.0,-1.0,0.49821612428256135,0.4508436836497005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.11392405063291144,-1.0,-1.0,-0.11975623769690613,-1.0,0.36962320785231095,0.3079215265014559,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.31645569620253167,0.48655458841483656,-0.26986364026596166,-0.852735061170152,-1.0,-1.0,0.36261549617112854,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.08860759493670889,0.39803961966142576,-1.0,0.26481653543604255,-0.042490525223414455,-1.0,0.368085979952647,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7468354430379747,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7974683544303798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.44303797468354433,-1.0,0.18290351824731843,-1.0,-1.0,0.19166918662461074,0.27696231702976926,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.2405063291139241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.3924050632911392,-1.0,0.35042715355508114,-0.852735061170152,-1.0,-1.0,0.32638196794542274,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.4683544303797469,-0.4340525761212535,-0.3154514630024463,-1.0,-0.7232176899759744,0.23958590599977203,0.191499474529218,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5949367088607596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.620253164556962,0.6186052912901747,-1.0,0.49600703433120663,-0.8616088449879872,-0.5165629810276651,0.553700602758799,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.2405063291139241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.26582278481012656,-1.0,0.8322498564396139,-1.0,-0.7232176899759744,0.7194671203462917,0.8638970609551346,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.08860759493670889,-1.0,-0.4389116641832207,0.13091816709870474,0.26341202114656714,-0.7205107241502491,0.2705074081100842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3924050632911392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.44303797468354433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5189873417721519,-0.4988709397562451,-0.3751413897391659,-1.0,-1.0,0.277916955091269,0.21951496243606505,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.49367088607594933,-1.0,-0.7308880444503403,-1.0,0.4272117836855025,0.5876941051035642,0.5766008401797578,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.08860759493670889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5443037974683544,-0.3447223122490274,-1.0,0.3862973411346937,-1.0,-0.8602553620751245,0.25025923032049513,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3924050632911392,-1.0,-1.0,-0.385916249737544,-1.0,0.3461594259568068,0.27696231702976926,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5189873417721519,-1.0,-1.0,0.39183202625196767,-0.41212440500723446,-0.09963319400218829,0.2753096940518822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3924050632911392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5189873417721519,-1.0,0.2290916649294681,-0.4905470142953362,-1.0,0.025704681076007763,0.2576842839378861,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.1392405063291139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.44303797468354433,0.418571701463591,-0.21858568017706792,-1.0,-1.0,-1.0,0.3055083212267695,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.08860759493670889,0.31134400681667396,0.6566956839683222,-0.852735061170152,-0.003629028490048647,0.3652824520427418,0.6776596285489693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.3924050632911392,-0.5187895331071819,0.2902188733945932,-0.5107964623092589,-1.0,-1.0,0.2714775917362522,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.08860759493670889,-0.7704042582518641,0.3915879691729234,-1.0,-0.6786656890936953,-1.0,0.36750208770111237,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3924050632911392,0.37264322954041407,-1.0,-1.0,-0.18253858794414057,-0.181378566865096,0.28091717686720474,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5696202531645569,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.3417721518987342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.1392405063291139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.4683544303797469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.26582278481012656,-0.3637342358463982,-1.0,0.6043130568702473,-1.0,-0.7205107241502491,0.44185363657470567,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.16455696202531644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5189873417721519,-1.0,-1.0,0.3972261822083347,-0.8616088449879872,-1.0,0.25400790362447356,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6455696202531646,-1.0,-0.0064784493259452125,0.36049310882208574,-0.8616088449879872,-1.0,0.26731977278540575,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.16455696202531644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5949367088607596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5696202531645569,-0.38465038264461693,-0.534512796009096,-0.08556522994385873,-1.0,0.40250144763747575,0.3437091151156173,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6455696202531646,0.151390818011107,-1.0,0.6306355879246388,-1.0,-1.0,0.48379904977910915,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.06329113924050622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.49367088607594933,0.12141949992681789,-1.0,-1.0,-1.0,0.28457363105765143,0.27388166736646213,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.11392405063291144,0.20550439070385473,-1.0,0.859727259984369,-0.5613104177489419,-1.0,0.6783479663069123,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.1898734177215189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5949367088607596,-1.0,0.18979109628564794,0.3995803159554794,-1.0,-1.0,0.34909803250330795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.31645569620253167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.3924050632911391,-1.0,-0.10029138367294643,-1.0,0.12430653180175022,0.7309331821388421,0.6498365185518185,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.2405063291139241,0.33860980261812057,-1.0,-0.164650628997688,-0.0022754217253663223,-0.7785099892122169,0.2753096940518822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.49367088607594933,0.2945505117037497,-0.059630698611390365,0.38061460838471795,0.07228135771050459,-1.0,0.3933055036701387,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.31645569620253156,-1.0,0.30664705466852515,-0.852735061170152,-0.7806552088744709,-0.5570199784244338,0.28569196920193196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.6455696202531646,0.5591458635942959,-1.0,0.23652548947915575,-1.0,-1.0,0.4559674892103087,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5443037974683544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.8227848101265822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.3417721518987342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.012658227848101333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5443037974683544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.16455696202531644,0.2804363190092234,-1.0,-1.0,-1.0,0.2298785699274355,0.29744751488910315,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.012658227848101333,-0.4988709397562451,0.028526543585323694,-1.0,0.7440057317496402,-0.06756433650543037,0.674530977191705,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.189873417721519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.3924050632911392,0.06833924959827642,-1.0,0.4637515249904822,-0.7806552088744709,-1.0,0.3433775660388374,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.2911392405063291,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.6962025316455696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.4683544303797469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.11392405063291133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.240506329113924,-1.0,0.6096791690167618,0.21110710348735173,0.13202706686042975,0.595951766635225,0.6963643453972488,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.31645569620253167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.3417721518987342,0.17908551741807077,0.2830283016534716,-0.43931011029966616,-1.0,0.7057368312881667,0.6506989973934332,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2405063291139241,-1.0,0.5545452971567302,-1.0,0.38293427830580895,-1.0,0.5822762338670469,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4177215189873418,0.140091468914203,-1.0,0.532469143573866,-1.0,0.03778067928010853,0.4247791939054193,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.36708860759493667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5189873417721519,-1.0,-1.0,-1.0,0.3556852360093785,-1.0,0.2944686937979426,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.620253164556962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.31645569620253167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.3417721518987342,-0.5408085165037282,-1.0,0.16173529199337877,-1.0,0.5373878047891805,0.47518748302165537,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3924050632911392,-1.0,0.03045813406809783,-1.0,-1.0,0.29101752530043634,0.2755466619768592,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.03797468354430378,-1.0,-1.0,0.5323125210846891,-1.0,-1.0,0.3749566576301271,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.08860759493670889,0.3493812454666556,-1.0,0.08989005747117607,0.4960874948719314,-1.0,0.49905844528648013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.4683544303797469,0.38013874094778277,-0.687570694869583,-0.2920451714698181,-0.5613104177489419,-1.0,0.26879761484571585,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5949367088607596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5443037974683544,0.38350957290217513,-1.0,-0.08271339656191012,-1.0,-1.0,0.2799939756872658,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.11392405063291144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
